Data;Last;Open;High;Close
20150512;56792.05;57193.39;57423.61;56752.57
20150511;57197.1;57166.46;57489.84;57013.1
20150508;57149.33;56964.9;57620.54;56595.09
20150507;56921.39;57103.14;57289.51;56507.22
20150506;57103.14;58050.31;58574.79;56819.7
20150505;58051.61;57349.52;58146.74;57096
20150504;57353.98;56230.03;57519.55;56230.03
20150430;56229.38;55312.11;56229.38;55079.75
20150429;55325.29;55808.64;55808.64;55067.39
20150428;55812.03;55549.05;56017.63;54972.93
20150427;55534.5;56554.31;56962.2;55515.39
20150424;56594.22;55687.49;56965.16;55687.49
20150423;55684.85;54615.89;55781.72;54063.82
20150422;54617.36;53762.09;54847.67;53762.09
20150420;53761.27;53965.25;54384.98;53510.41
20150417;53954.79;54671.54;54671.54;53896
20150416;54674.21;54918.74;54918.74;54315.74
20150415;54918.74;54037.28;54960.16;54037.28
20150414;53981.92;54240.43;54625.38;53773.31
20150413;54239.77;54213.65;54866.24;54004.28
20150410;54214.11;53802.66;54413.46;53555.96
20150409;53802.66;53638.15;54002.39;53292.23
20150408;53661.11;53731.93;54458.42;53507.77
20150407;53729.16;53737.99;54002.37;53436.15
20150406;53737.26;53123.69;54146.32;53122.06
20150402;53123.02;52321.76;53311.58;52321.76
20150401;52321.76;51186.27;52613.04;51186.27
20150331;51150.16;51242.72;51465.78;50612.12
20150330;51243.45;50099.79;51264.67;50099.79
20150327;50094.66;50574.93;50574.93;49908.52
20150326;50579.85;51835.48;51835.48;50528.1
20150325;51858.3;51507.37;52318.75;51507.37
20150324;51506.07;51907.94;52222.91;51006.4
20150323;51908.46;51969.99;52177.88;51515.95
20150320;51966.58;50964.41;52285.68;50964.41
20150319;50953.53;51530.22;51547.21;50790.52
20150318;51526.19;50283.51;51772.78;49787.68
20150317;50285.12;48849.26;50384.2;48840.99
20150316;48848.21;48601.62;49205.3;48393.5
20150313;48595.81;48858.37;48858.37;47904.85
20150312;48880.4;48907.69;49632.75;48684.32
20150311;48905.58;48308.69;48936.86;48308.69
20150310;48293.4;49177.14;49177.14;48292.94
20150309;49181.01;49978.36;49978.36;48951.61
20150306;49981.19;50355.37;50400.94;49779.36
20150305;50365.2;50472.1;50734.01;50114.42
20150304;50468.05;51303.15;51303.15;50399.11
20150303;51304.1;51020.81;51432.21;50995.26
20150302;51020.81;51579.99;51579.99;50774.73
20150227;51583.09;51760.01;52457.05;51474.36
20150226;51760.54;51812.18;51922.43;51181.33
20150225;51811.02;51862.94;51862.94;51050.85
20150224;51874.17;51288.45;51956.03;51049.05
20150223;51280.64;51237.7;51689.75;50861.31
20150220;51237.7;51301.38;51450.3;50711.24
20150219;51294.03;51280.78;51638.4;50869.51
20150218;51280.36;50639.31;51867.82;50639.31
20150213;50635.92;49545.82;50726.24;49475.52
20150212;49532.72;48240.39;49689.79;48240.39
20150211;48239.67;48508.21;48762.32;47841
20150210;48510.28;49359.04;49798.73;48510.28
20150209;49382.58;48791.92;49522.27;48415.52
20150206;48792.27;49231.42;49231.42;48209.3
20150205;49233.85;49299.26;49816.29;49019.74
20150204;49301.05;48964.93;49718.23;48213.76
20150203;48963.66;47664.19;48992.88;47664.19
20150202;47650.73;46933.49;47683.64;46760.19
20150201;46907.68;46907.68;46907.68;46907.68
20150130;46907.68;47759.19;47759.19;46484.32
20150129;47762.24;47696.22;47893.92;47006.51
20150128;47694.54;48589.22;48589.22;47550.17
20150127;48591.23;48576.55;48864.04;47351.88
20150126;48576.55;48711.61;48711.61;48004.44
20150123;48775.3;49432.13;49523.26;48496.12
20150122;49442.62;49227.04;50281.33;49227.04
20150121;49224.08;47887.9;49328.56;47887.9
20150120;47876.66;47758.95;48687.34;47619.06
20150119;47758.01;49009.03;49009.03;47502.99
20150116;49016.52;48028.38;49263.77;48028.38
20150115;48026.31;47647.56;48853.42;47647.56
20150114;47645.87;48037.63;48280.82;47372.27
20150113;48041.67;48144.29;48939.41;48041.67
20150112;48139.74;48839.73;48839.73;47955.85
20150109;48840.25;49954.7;49954.7;48500.66
20150108;49943.3;49463.15;50260.72;49017.31
20150107;49462.91;48006.05;49882.26;48006.05
20150106;48000.92;47517.14;48061.28;47337.71
20150105;47516.82;48512.22;48512.22;47263.91
20150102;48512.22;50004.5;50004.5;48345.26
20141230;50007.41;50601;50841.24;49992.91
20141229;50593.82;50145.18;50902.96;50008.01
20141228;50144.63;50144.63;50144.63;50144.63
20141226;50144.63;50890.81;50973.42;49913.81
20141224;50889.81;50889.81;50889.81;50889.81
20141223;50889.81;50120.86;50889.81;49814.97
20141222;50120.86;49650.98;50120.86;49104.55
20141219;49650.98;48491.95;49657.58;48435.43
20141218;48495.7;48714.43;49564.55;48295.68
20141217;48713.64;47008.01;49257.88;47008.01
20141216;47007.51;47016.18;47594.75;45852.81
20141215;47018.68;48002.48;48401.15;46409.71
20141214;48001.98;48001.98;48001.98;48001.98
20141212;48001.98;49861.33;49861.33;47973.27
20141211;49861.81;49548.58;49946.34;48808.99
20141210;49548.08;50192.39;50192.39;49297.07
20141209;50193.47;50250.8;50260.12;49395.62
20141208;50274.07;51992.89;51992.89;50015.72
20141205;51992.89;51427.37;52023.97;51163.82
20141204;51426.87;52320.48;52539.13;51073.96
20141203;52320.48;51610.92;52470.58;51610.92
20141202;51612.47;52277.58;52639.71;51471.07
20141201;52276.58;54719.47;54719.47;52156.49
20141128;54724;54731.41;55436.29;54664.36
20141127;54721.32;55099.55;56065.13;54592.74
20141126;55098.47;55561;56099.79;54977.2
20141125;55560.81;55410.27;56386.64;55204.32
20141124;55406.91;56085.98;57359.27;55292.35
20141121;56084.04;53403.06;56214.05;53403.06
20141119;53402.81;52061.86;53402.81;52031.54
20141118;52061.86;51257.05;52122.23;51067.46
20141117;51256.99;51772.4;52222.64;51047
20141116;51772.4;51772.4;51772.4;51772.4
20141114;51772.4;51833.71;51899.9;50885.65
20141113;51846.03;52978.83;53322.89;51846.03
20141112;52978.89;52473.34;53435.43;52187.22
20141111;52474.27;52718.22;52718.22;52003.02
20141110;52725.38;53222.85;53829.63;52716.2
20141107;53222.85;52637.06;53483;52197.07
20141106;52637.06;53696.81;53696.81;52417.76
20141105;53698.42;54383.59;54383.59;53588.79
20141104;54383.59;53947.21;54383.59;53431.87
20141103;53947.21;54628.6;54628.6;53053.95
20141031;54628.6;52338.15;54628.6;52334.81
20141030;52336.83;51049.32;52574.39;51049.32
20141029;51049.32;52330.03;52330.03;51049.32
20141028;52330.03;50503.66;52374.3;50502.95
20141027;50503.66;51937.39;51937.39;48722.29
20141024;51940.73;50687.41;53145.51;50595.7
20141023;50713.26;52409.43;52409.43;50653.54
20141022;52411.03;52427.12;53229.42;52064.4
20141021;52432.43;54300.11;54300.11;51922.45
20141020;54302.57;55720.22;55720.22;54299.88
20141017;55723.79;54298.33;55948.64;54298.33
20141016;54298.33;56123.85;56123.85;54132.08
20141015;56135.27;58012.31;58012.31;54919.04
20141014;58015.46;57945.6;58856.25;57258.12
20141013;57956.53;55312.91;58747.38;55312.91
20141010;55311.59;57266.06;57266.06;55311.59
20141009;57267.53;57079.24;58246.08;57076.88
20141008;57058.48;57440.31;58190.86;56198.62
20141007;57436.33;57124.37;58317.95;57124.37
20141006;57115.9;54542.32;58897.45;54542.32
20141003;54539.55;53518.57;54539.55;53367.72
20141002;53518.57;52858.61;54022.44;52480.48
20141001;52858.43;54115.21;54115.21;52646.55
20140930;54115.98;54625.83;54625.83;53536.38
20140929;54625.35;57210.61;57210.61;54124.13
20140927;57212.38;57212.38;57212.38;57212.38
20140926;57212.38;55965.21;57488.78;55946.01
20140925;55962.08;56821.56;56821.56;55875.78
20140924;56824.42;56538.98;57130.7;55933.81
20140923;56540.5;56818.11;57332.2;56086.44
20140922;56818.11;57787.94;57787.94;55974.22
20140919;57788.7;58355.9;58516.35;57513.84
